2022-12-21 01:09:55,017 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 991, 'linkId': 10136, 'lane': 1, 'location': 30.47753571414735, 'speed': 41.87658012994692, 'position': [-5747073.100794906, -967536.9751145515]}
2022-12-21 01:09:55,102 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1177, 'linkId': 137, 'lane': 1, 'location': 189.00117028337965, 'speed': 1.3746803831998504, 'position': [-5747206.987672994, -968038.5025545489]}
2022-12-21 01:09:55,107 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1183, 'linkId': 137, 'lane': 1, 'location': 181.58881254636134, 'speed': 0, 'position': [-5747204.07791722, -968045.3199124355]}
2022-12-21 01:09:55,109 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1198, 'linkId': 10212, 'lane': 2, 'location': 14.481032909508789, 'speed': 0, 'position': [-5747229.39464928, -967992.6200137516]}
2022-12-21 01:09:55,110 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1201, 'linkId': 10212, 'lane': 2, 'location': 8.068060942106646, 'speed': 0, 'position': [-5747227.24993101, -967998.6637206435]}
2022-12-21 01:09:55,114 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1202, 'linkId': 137, 'lane': 1, 'location': 173.9393900730977, 'speed': 10.288327472289266, 'position': [-5747201.075100572, -968052.3553055556]}
2022-12-21 01:09:55,115 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1204, 'linkId': 137, 'lane': 1, 'location': 164.59979566666058, 'speed': 11.65186240188756, 'position': [-5747197.408799009, -968060.9451982515]}
2022-12-21 01:09:55,119 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1209, 'linkId': 10212, 'lane': 2, 'location': 2.0464925326220644, 'speed': 0, 'position': [-5747225.236111544, -968004.3385613697]}
2022-12-21 01:09:55,121 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1221, 'linkId': 137, 'lane': 1, 'location': 157.08292060246418, 'speed': 0, 'position': [-5747194.458014468, -968067.8586837199]}
2022-12-21 01:09:55,125 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1225, 'linkId': 137, 'lane': 2, 'location': 221.32805544357467, 'speed': 0, 'position': [-5747222.896793621, -968010.1445330199]}
2022-12-21 01:09:55,129 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1236, 'linkId': 137, 'lane': 2, 'location': 213.20361359687428, 'speed': 0, 'position': [-5747219.707505891, -968017.6168150741]}
2022-12-21 01:09:55,131 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1241, 'linkId': 137, 'lane': 2, 'location': 205.798597408487, 'speed': 9.330520225283138, 'position': [-5747216.800632076, -968024.4274207281]}
2022-12-21 01:09:55,132 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1244, 'linkId': 137, 'lane': 1, 'location': 145.1534600013782, 'speed': 0, 'position': [-5747189.7750487905, -968078.8305505938]}
2022-12-21 01:09:55,135 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1260, 'linkId': 137, 'lane': 1, 'location': 135.94949552671048, 'speed': 12.6, 'position': [-5747186.161989394, -968087.2957005537]}
2022-12-21 01:09:55,139 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1268, 'linkId': 137, 'lane': 2, 'location': 198.57188423403565, 'speed': 0, 'position': [-5747213.963751945, -968031.074035989]}
2022-12-21 01:09:55,140 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1275, 'linkId': 137, 'lane': 1, 'location': 127.92443460949357, 'speed': 0, 'position': [-5747183.011714113, -968094.6765791184]}
2022-12-21 01:09:55,148 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1290, 'linkId': 137, 'lane': 1, 'location': 121.15565279913545, 'speed': 0, 'position': [-5747180.354597086, -968100.902021777]}
2022-12-21 01:09:55,151 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1302, 'linkId': 137, 'lane': 1, 'location': 113.23951536363589, 'speed': 9.74542447837459, 'position': [-5747177.247080229, -968108.1827202933]}
2022-12-21 01:09:55,154 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1312, 'linkId': 137, 'lane': 2, 'location': 185.99984098874233, 'speed': 4.841518518747336, 'position': [-5747209.028537438, -968042.6369045405]}
2022-12-21 01:09:55,157 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1314, 'linkId': 137, 'lane': 1, 'location': 105.91436372771521, 'speed': 0, 'position': [-5747174.3715576185, -968114.919872229]}
2022-12-21 01:09:55,158 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1315, 'linkId': 137, 'lane': 2, 'location': 176.87241044790525, 'speed': 6.680907756777532, 'position': [-5747205.445521795, -968051.0316640475]}
2022-12-21 01:09:55,161 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1325, 'linkId': 137, 'lane': 2, 'location': 161.3786249735855, 'speed': 9.95061094628025, 'position': [-5747199.363363681, -968065.281742679]}
2022-12-21 01:09:55,164 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1330, 'linkId': 137, 'lane': 1, 'location': 100.16863629408905, 'speed': 12.272439250529642, 'position': [-5747172.116045382, -968120.2043824515]}
2022-12-21 01:09:55,165 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1334, 'linkId': 137, 'lane': 1, 'location': 91.30532484423493, 'speed': 5.527165572683905, 'position': [-5747168.636710926, -968128.3562240595]}
2022-12-21 01:09:55,167 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1337, 'linkId': 117, 'lane': 4, 'location': 110.11534903537466, 'speed': 40.43606512142254, 'position': [-5747499.188230579, -967701.2562854768]}
2022-12-21 01:09:55,168 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1341, 'linkId': 137, 'lane': 1, 'location': 78.85793238824151, 'speed': 0, 'position': [-5747163.750428671, -968139.8044477069]}
2022-12-21 01:09:55,173 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1349, 'linkId': 137, 'lane': 2, 'location': 153.2628587160055, 'speed': 0, 'position': [-5747196.177481595, -968072.7460455452]}
2022-12-21 01:09:55,175 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1355, 'linkId': 10216, 'lane': 3, 'location': 22.895286997626997, 'speed': 39.72115998517601, 'position': [-5747271.896338179, -967901.778920765]}
2022-12-21 01:09:55,177 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1357, 'linkId': 137, 'lane': 1, 'location': 72.7379079320869, 'speed': 0, 'position': [-5747161.347984384, -968145.4332096303]}
2022-12-21 01:09:55,179 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1389, 'linkId': 137, 'lane': 2, 'location': 146.52417266125977, 'speed': 10.458950014492766, 'position': [-5747193.532178798, -968078.9438082748]}
2022-12-21 01:09:55,181 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1395, 'linkId': 102, 'lane': 2, 'location': 93.29644665562735, 'speed': 40.96679282789993, 'position': [-5747549.276354829, -967228.5249206416]}
2022-12-21 01:09:55,186 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1397, 'linkId': 102, 'lane': 2, 'location': 123.42478396904464, 'speed': 40.65193824406354, 'position': [-5747561.170235189, -967200.8436576781]}
2022-12-21 01:09:55,188 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1405, 'linkId': 137, 'lane': 2, 'location': 137.70240744216034, 'speed': 0, 'position': [-5747190.06915351, -968087.0574386235]}
2022-12-21 01:09:55,189 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1411, 'linkId': 102, 'lane': 3, 'location': 32.69897510021659, 'speed': 45.45332961183575, 'position': [-5747528.294146991, -967285.4638397845]}
2022-12-21 01:09:55,195 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1426, 'linkId': 102, 'lane': 2, 'location': 35.211699772419436, 'speed': 43.18600358903915, 'position': [-5747526.346014433, -967281.8919264579]}
2022-12-21 01:09:55,197 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1427, 'linkId': 137, 'lane': 1, 'location': 66.86400305498782, 'speed': 0, 'position': [-5747159.042155491, -968150.8356083217]}
2022-12-21 01:09:55,199 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1435, 'linkId': 137, 'lane': 2, 'location': 130.29114152619323, 'speed': 0, 'position': [-5747187.159826335, -968093.8737923311]}
2022-12-21 01:09:55,202 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1436, 'linkId': 90, 'lane': 1, 'location': 60.36770686834538, 'speed': 40.06707198453766, 'position': [-5747016.302251394, -967516.1693983928]}
2022-12-21 01:09:55,204 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1437, 'linkId': 10152, 'lane': 3, 'location': 2.1280788966812167, 'speed': 39.9622742054622, 'position': [-5747493.439754146, -967369.6574606475]}
2022-12-21 01:09:55,209 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1438, 'linkId': 99, 'lane': 4, 'location': 25.969489451183186, 'speed': 42.8707110930665, 'position': [-5747460.512928944, -967455.5468160681]}
2022-12-21 01:09:55,212 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1444, 'linkId': 137, 'lane': 2, 'location': 123.56912822391753, 'speed': 0, 'position': [-5747184.521068504, -968100.0562206523]}
2022-12-21 01:09:55,214 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1445, 'linkId': 137, 'lane': 2, 'location': 116.33179716601232, 'speed': 12.6, 'position': [-5747181.680020273, -968106.712601485]}
2022-12-21 01:09:55,217 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1450, 'linkId': 99, 'lane': 3, 'location': 33.88901929868513, 'speed': 40.9658910174147, 'position': [-5747460.667808817, -967447.0066190428]}
2022-12-21 01:09:55,220 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1453, 'linkId': 137, 'lane': 2, 'location': 108.6693416172309, 'speed': 6.9872957578705694, 'position': [-5747178.67208743, -968113.7599814981]}
2022-12-21 01:09:55,223 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1454, 'linkId': 88, 'lane': 4, 'location': 72.18642163386279, 'speed': 0, 'position': [-5747359.444788147, -967624.3516436195]}
2022-12-21 01:09:55,227 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1456, 'linkId': 117, 'lane': 4, 'location': 69.56380990068344, 'speed': 38.80459129020054, 'position': [-5747463.961470465, -967681.1689088915]}
2022-12-21 01:09:55,229 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1458, 'linkId': 137, 'lane': 1, 'location': 60.20605358586348, 'speed': 0, 'position': [-5747156.428546218, -968156.9591152993]}
2022-12-21 01:09:55,232 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1460, 'linkId': 90, 'lane': 1, 'location': 42.84768913781677, 'speed': 43.656397446168384, 'position': [-5747032.7208277695, -967522.2834290664]}
2022-12-21 01:09:55,236 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1465, 'linkId': 88, 'lane': 4, 'location': 66.67442163386279, 'speed': 0, 'position': [-5747354.281233315, -967622.4229535182]}
2022-12-21 01:09:55,238 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1461, 'linkId': 137, 'lane': 2, 'location': 100.73902063272966, 'speed': 0, 'position': [-5747175.559002755, -968121.053725031]}
2022-12-21 01:09:55,239 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1469, 'linkId': 131, 'lane': 2, 'location': 149.96894661517354, 'speed': 0, 'position': [-5747365.955220279, -967671.6065994538]}
2022-12-21 01:09:55,245 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1471, 'linkId': 137, 'lane': 2, 'location': 92.75012593749453, 'speed': 10.694012040147449, 'position': [-5747172.422924695, -968128.4013404846]}
2022-12-21 01:09:55,248 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1476, 'linkId': 121, 'lane': 1, 'location': 142.50319118861728, 'speed': 0, 'position': [-5747704.51006793, -967807.7571230477]}
2022-12-21 01:09:55,249 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1477, 'linkId': 121, 'lane': 1, 'location': 136.3563496462206, 'speed': 0, 'position': [-5747699.172273954, -967804.7089077639]}
2022-12-21 01:09:55,253 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1478, 'linkId': 131, 'lane': 1, 'location': 135.644886311696, 'speed': 47.34821032899322, 'position': [-5747357.104863293, -967683.400660874]}
2022-12-21 01:09:55,255 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1480, 'linkId': 137, 'lane': 3, 'location': 160.57739664109758, 'speed': 12.600452671537628, 'position': [-5747202.267888073, -968067.3925967497]}
2022-12-21 01:09:55,258 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1483, 'linkId': 131, 'lane': 2, 'location': 39.73380493503119, 'speed': 41.26387258492979, 'position': [-5747322.61032353, -967772.9624398727]}
2022-12-21 01:09:55,261 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1484, 'linkId': 119, 'lane': 5, 'location': 93.96866133396215, 'speed': 0, 'position': [-5747418.892486576, -967659.2002860078]}
2022-12-21 01:09:55,265 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1486, 'linkId': 119, 'lane': 5, 'location': 100.6300045258121, 'speed': 0, 'position': [-5747413.123255053, -967655.8702018125]}
2022-12-21 01:09:55,267 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1487, 'linkId': 90, 'lane': 4, 'location': 61.82164579306094, 'speed': 46.35035680441701, 'position': [-5747018.289868514, -967506.6655404088]}
2022-12-21 01:09:55,270 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1488, 'linkId': 139, 'lane': 3, 'location': 174.10323857909646, 'speed': 32.14595218429353, 'position': [-5747201.725933772, -968084.7717181452]}
2022-12-21 01:09:55,272 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1489, 'linkId': 90, 'lane': 2, 'location': 62.78714600450333, 'speed': 45.44995072797829, 'position': [-5747015.151633375, -967512.3262533385]}
2022-12-21 01:09:55,275 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1493, 'linkId': 133, 'lane': 2, 'location': 43.086670752794866, 'speed': 40.990843783960486, 'position': [-5747286.5358066335, -967859.3519137512]}
2022-12-21 01:09:55,277 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1494, 'linkId': 90, 'lane': 1, 'location': 22.530097634604466, 'speed': 42.9100312150924, 'position': [-5747051.761101186, -967529.3737402508]}
2022-12-21 01:09:55,279 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1495, 'linkId': 90, 'lane': 4, 'location': 43.61727966901442, 'speed': 41.11538818200673, 'position': [-5747035.349769946, -967513.0183908789]}
2022-12-21 01:09:55,281 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1500, 'linkId': 135, 'lane': 4, 'location': 5.316551891388972, 'speed': 25.969287856023303, 'position': [-5747253.7120124195, -967951.8749042295]}
2022-12-21 01:09:55,282 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1501, 'linkId': 90, 'lane': 3, 'location': 58.11283097991822, 'speed': 46.19322986220593, 'position': [-5747020.648802264, -967510.9586440511]}
2022-12-21 01:09:55,285 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1502, 'linkId': 90, 'lane': 2, 'location': 36.601982700746156, 'speed': 42.929045983450365, 'position': [-5747039.690598473, -967521.4641945264]}
2022-12-21 01:09:55,288 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1505, 'linkId': 119, 'lane': 5, 'location': 86.73442532890668, 'speed': 0, 'position': [-5747425.157886992, -967662.8167660917]}
2022-12-21 01:09:55,294 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1506, 'linkId': 88, 'lane': 4, 'location': 55.06332529480577, 'speed': 0, 'position': [-5747343.404141045, -967618.3601439077]}
2022-12-21 01:09:55,296 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1503, 'linkId': 10214, 'lane': 1, 'location': 5.540693557585428, 'speed': 31.2150371104668, 'position': [-5747247.318842812, -967966.9921548085]}
2022-12-21 01:09:55,299 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1507, 'linkId': 90, 'lane': 3, 'location': 35.684562465574515, 'speed': 44.00918879267097, 'position': [-5747041.667059507, -967518.7855266355]}
2022-12-21 01:09:55,302 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1510, 'linkId': 90, 'lane': 4, 'location': 11.710861250601234, 'speed': 44.03309177824941, 'position': [-5747065.250308618, -967524.1529013512]}
2022-12-21 01:09:55,304 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1509, 'linkId': 10212, 'lane': 3, 'location': 14.456486711938288, 'speed': 1.5423852751245857, 'position': [-5747232.2136973115, -967993.6464496799]}
2022-12-21 01:09:55,306 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1514, 'linkId': 121, 'lane': 2, 'location': 142.02643688205092, 'speed': 0, 'position': [-5747702.509185838, -967810.2995167066]}
2022-12-21 01:09:55,309 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1516, 'linkId': 90, 'lane': 2, 'location': 16.124655381909704, 'speed': 42.033958846509876, 'position': [-5747058.8805655, -967528.6102493574]}
2022-12-21 01:09:55,310 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1518, 'linkId': 119, 'lane': 5, 'location': 75.1029642569492, 'speed': 0, 'position': [-5747435.231619864, -967668.6314709596]}
2022-12-21 01:09:55,312 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1515, 'linkId': 10212, 'lane': 3, 'location': 8.189439392706507, 'speed': 3.9927671889225596, 'position': [-5747230.11778126, -967999.5526344049]}
2022-12-21 01:09:55,314 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1523, 'linkId': 88, 'lane': 3, 'location': 60.66021026523228, 'speed': 0, 'position': [-5747349.696937259, -967617.5081831216]}
2022-12-21 01:09:55,318 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1525, 'linkId': 119, 'lane': 3, 'location': 99.1841630115993, 'speed': 0, 'position': [-5747411.176028489, -967662.1358834512]}
2022-12-21 01:09:55,321 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1526, 'linkId': 119, 'lane': 4, 'location': 100.07911518160572, 'speed': 0, 'position': [-5747412.000649439, -967658.9170420952]}
2022-12-21 01:09:55,323 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1524, 'linkId': 137, 'lane': 2, 'location': 85.3862508389804, 'speed': 0, 'position': [-5747169.532201007, -968135.1741074988]}
2022-12-21 01:09:55,325 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1529, 'linkId': 119, 'lane': 5, 'location': 80.94731883422848, 'speed': 0, 'position': [-5747430.169962824, -967665.7098090291]}
2022-12-21 01:09:55,327 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1530, 'linkId': 119, 'lane': 2, 'location': 99.33150319537143, 'speed': 0, 'position': [-5747409.448702824, -967664.83367054]}
2022-12-21 01:09:55,330 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1531, 'linkId': 88, 'lane': 3, 'location': 72.37521026523228, 'speed': 0, 'position': [-5747360.671364844, -967621.6073494016]}
2022-12-21 01:09:55,334 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1527, 'linkId': 10212, 'lane': 3, 'location': 0.9187684588076195, 'speed': 6.607635712183502, 'position': [-5747227.686218972, -968006.4046531343]}
2022-12-21 01:09:55,336 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1532, 'linkId': 88, 'lane': 2, 'location': 72.18972485519984, 'speed': 0, 'position': [-5747361.54732751, -967618.7320938922]}
2022-12-21 01:09:55,341 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1533, 'linkId': 139, 'lane': 1, 'location': 65.27615558942199, 'speed': 30.43472454191712, 'position': [-5747250.6583854435, -967987.3142958242]}
2022-12-21 01:09:55,342 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1535, 'linkId': 121, 'lane': 2, 'location': 136.04518686137672, 'speed': 0, 'position': [-5747697.31518822, -967807.3334181659]}
2022-12-21 01:09:55,345 - ndxpro-pintel-kalman - INFO - Time(frame): 1090, Vehicle No: {'id': 1536, 'linkId': 119, 'lane': 3, 'location': 93.0015867320871, 'speed': 0, 'position': [-5747416.5306113325, -967665.2266264083]}
